,rating,title,path,platform,score,genre,gamers_choice,release_year,release_month,release_day,
931,Okay,Cruis'n World,/games/cruisn-world/n64-73,Nintendo 64,6.5,Racing,N,2018,10,8,
932,Okay,Running Wild,/games/running-wild/ps-2113,PlayStation,6.1,Racing,N,2018,10,8,
933,Good,Test Drive 5,/games/test-drive-5/ps-3928,PlayStation,7.5,Racing,N,2018,10,8,
934,Mediocre,Bottom of the 9th '99,/games/bottom-of-the-9th-99/ps-10146,PlayStation,5,Sports,N,2018,9,2,
935,Great,Warlords III: Darklords Rising,/games/warlords-iii-darklords-rising/pc-3942,PC,8,Strategy,N,2018,9,2,
936,Great,Commandos: Behind Enemy Lines,/games/commandos-behind-enemy-lines/pc-3853,PC,8.2,Strategy,N,2018,9,1,
937,Okay,Leisure Suit Larry's Casino,/games/leisure-suit-larrys-casino/pc-3884,PC,6.2,Casino,N,2018,9,1,
938,Good,Castrol Honda Superbike World Champions,/games/castrol-honda-superbike-world-champions-142679/pc-3595,PC,7.5,Racing,N,2018,9,1,
939,Great,WWF Warzone,/games/wwf-warzone/n64-1980,Nintendo 64,8.5,Wrestling,N,2018,8,12,
940,Mediocre,Pro Pilot 99,/games/pro-pilot-99/pc-4019,PC,5.8,Simulation,N,2018,10,23,
941,Great,Body Harvest,/games/body-harvest/n64-405,Nintendo 64,8.4,Action,N,2018,10,22,
942,Great,Madden NFL '99,/games/madden-football/pc-9982,PC,8.5,Sports,N,2018,10,22,
943,Good,MediEvil,/games/medievil/ps-3950,PlayStation,7.8,Action,N,2018,10,22,
944,Good,Lemmings and Oh No! More Lemmings,/games/lemmings/ps-10302,PlayStation,7,Puzzle,N,2018,10,22,
945,Great,Axis & Allies [1998],/games/axis-allies-1998/pc-9954,PC,8.2,Strategy,N,2018,10,21,
946,Good,The Game of Life [1998],/games/the-game-of-life-1998/pc-10306,PC,7.2,Puzzle,N,2018,10,7,
947,Good,Rogue Trip: Vacation 2012,/games/rogue-trip-vacation-2012/ps-3768,PlayStation,7.9,Action,N,2018,10,7,
948,Okay,S.C.A.R.S.,/games/scars-809360/ps-9925,PlayStation,6.5,Racing,N,2018,10,7,
949,Good,Bomberman World,/games/bomberman-world/ps-2297,PlayStation,7.8,Action,N,2018,10,7,
950,Great,NFL Blitz [1998],/games/nfl-blitz-1997/pc-2286,PC,8.5,"Sports, Action",N,2018,10,6,
951,Okay,Dragon Seeds,/games/dragon-seeds/ps-10303,PlayStation,6.9,RPG,N,2018,10,6,
952,Good,Jane's IAF -- Israeli Air Force,/games/janes-2-pack-usnf-97-iaf-israeli-air-force/pc-10178,PC,7,"Flight, Simulation",N,2018,10,5,
953,Amazing,Brunswick Circuit Pro Bowling,/games/brunswick-circuit-pro-bowling/ps-3791,PlayStation,9,Sports,N,2018,10,2,
954,Okay,iF/A-18 Carrier Strike Fighter,/games/ifa-18-carrier-strike-fighter/pc-9946,PC,6.8,Simulation,N,2018,10,1,
955,Mediocre,The Fifth Element,/games/nyr-new-york-race/ps-3936,PlayStation,5,Action,N,2018,10,1,
956,Okay,Get Medieval,/games/get-medieval/pc-3981,PC,6.1,Action,N,2018,8,31,
957,Bad,Sensible Soccer '98,/games/sensible-soccer-98/pc-3959,PC,4.3,Sports,N,2018,8,31,
958,Great,Wild 9,/games/wild-9/ps-1869,PlayStation,8.5,Action,N,2018,10,1,
959,Great,TOCA Championship Racing,/games/toca-championship-racing/pc-3381,PC,8.2,Racing,N,2018,9,30,
960,Great,NHL FaceOff '99,/games/nhl-faceoff-99/ps-10240,PlayStation,8.8,Sports,N,2018,9,30,
961,Good,NASCAR 99,/games/nascar-99/ps-3841,PlayStation,7.1,Racing,N,2018,9,30,
962,Okay,Pool Hustler,/games/pool-hustler/ps-10238,PlayStation,6.7,Sports,N,2018,9,30,
963,Good,Spearhead,/games/spearhead/pc-3132,PC,7,Simulation,N,2018,9,29,
964,Painful,Activision Classics,/games/activision-classics/ps-4023,PlayStation,2,Action,N,2018,9,29,
965,Mediocre,Heart of Darkness,/games/heart-of-darkness/pc-2254,PC,5.8,Platformer,N,2018,9,29,
966,Great,NHL '99,/games/ea-sports-mania-pack/ps-10157,PlayStation,8.9,Sports,N,2018,9,29,
967,Bad,Starship Titanic,/games/starship-titanic/pc-3133,PC,4.9,Adventure,N,2018,8,31,
968,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/pc-4006,PC,7.8,Sports,N,2018,8,31,
969,Good,X-COM: Interceptor,/games/x-com-interceptor/pc-3144,PC,7,Action,N,2018,8,31,
970,Bad,Super B-Daman Battle Phoenix 64,/games/super-b-daman-battle-phoenix-64/n64-4000,Nintendo 64,4,Action,N,2018,8,30,
971,Mediocre,Pokemon Stadium [Japanese Version],/games/pokemon-stadium-jp-version/n64-3997,Nintendo 64,5,Battle,N,2018,8,30,
972,Mediocre,Waialae Country Club: True Golf Classics,/games/waialae-country-club-true-golf-classics/n64-3825,Nintendo 64,5.8,Sports,N,2018,8,30,
973,Good,NCAA Football '99,/games/ncaa-football-99-877941/ps-3843,PlayStation,7.8,Sports,N,2018,8,28,
974,Amazing,NFL GameDay 99,/games/nfl-gameday-99/ps-4016,PlayStation,9.3,Sports,N,2018,8,28,
975,Great,WWF Warzone,/games/wwf-warzone/ps-3730,PlayStation,8,Wrestling,N,2018,8,28,
976,Amazing,Devil Dice,/games/devil-dice/ps-3896,PlayStation,9,Puzzle,Y,2018,9,29,
977,Great,Trap Gunner,/games/trap-gunner/ps-3864,PlayStation,8.9,Action,N,2018,9,28,
978,Unbearable,Deep Sea Trophy Fishing,/games/deep-sea-trophy-fishing/pc-10224,PC,1.8,Hunting,N,2018,9,28,
979,Great,Unholy War,/games/unholy-war/ps-3911,PlayStation,8,Strategy,N,2018,9,28,
980,Great,Madden NFL '99,/games/madden-football/n64-3844,Nintendo 64,8.5,Sports,N,2018,9,25,
981,Mediocre,Industry Giant [1998],/games/industry-giant-1998/pc-3745,PC,5,Strategy,N,2018,8,27,
982,Great,Madden NFL '99,/games/madden-football/ps-3840,PlayStation,8.5,Sports,N,2018,8,26,
983,Great,Turbo Prop Racing,/games/turbo-prop-racing/ps-3962,PlayStation,8,Racing,N,2018,8,24,
984,Great,Tomba!,/games/tomba/ps-2260,PlayStation,8.7,Platformer,Y,2018,8,24,
985,Great,Elemental Gearbolt,/games/elemental-gearbolt/ps-2244,PlayStation,8.3,Action,Y,2018,8,24,
986,Good,Azure Dreams,/games/azure-dreams/ps-2224,PlayStation,7,RPG,N,2018,8,24,
987,Painful,Spice World,/games/spice-world/ps-3954,PlayStation,2,Action,N,2018,8,24,
988,Great,Gex: Enter the Gecko,/games/gex-64-enter-the-gecko/ps-2061,PlayStation,8,Platformer,N,2018,8,23,
989,Great,Need for Speed III: Hot Pursuit,/games/need-for-speed-iii-hot-pursuit/ps-2231,PlayStation,8,Racing,Y,2018,8,23,
990,Great,Moto Racer 2,/games/moto-racer-2/ps-3898,PlayStation,8.7,Racing,Y,2018,9,18,
991,Great,Circuit Breakers [1998],/games/circuit-breakers/ps-3943,PlayStation,8,Racing,N,2018,9,18,
992,Amazing,Tenchu: Stealth Assassins,/games/tenchu-shinobi-hyakusen/ps-2332,PlayStation,9,Action,Y,2018,9,18,
993,Great,G Darius,/games/g-darius/ps-3895,PlayStation,8,Shooter,N,2018,9,17,
994,Okay,Bomberman Hero,/games/bomberman-hero/n64-3781,Nintendo 64,6,Platformer,N,2018,9,16,
995,Amazing,Einhander,/games/einhander/ps-2048,PlayStation,9,Shooter,Y,2018,8,23,
996,Amazing,Gran Turismo [1998],/games/gran-turismo-1998/ps-2226,PlayStation,9.5,Racing,Y,2018,8,23,
997,Amazing,Tekken 3,/games/tekken-3/ps-2294,PlayStation,9.3,Fighting,Y,2018,8,23,
998,Okay,Vangers,/games/vangers/pc-3628,PC,6.7,Action,N,2018,8,18,
999,Great,Mortal Kombat 4,/games/mortal-kombat-4/pc-3940,PC,8,Fighting,N,2018,8,18,
1000,Okay,Twisted Edge Extreme Snowboading,/games/twisted-edge-extreme-snowboading/n64-2007,Nintendo 64,6.8,Sports,N,2018,11,13,
1001,Great,Fallout 2,/games/fallout-2/pc-3783,PC,8.9,RPG,Y,2018,11,13,
1002,Okay,Asteroids,/games/asteroids/ps-10365,PlayStation,6,Action,N,2018,11,13,
1003,Bad,Twisted Metal 3,/games/twisted-metal-3/ps-10296,PlayStation,4,Action,N,2018,11,12,
1004,Great,Rush 2: Extreme Racing USA,/games/rush-2-extreme-racing-usa/n64-3852,Nintendo 64,8.9,Racing,N,2018,11,11,
1005,Good,Small Soldiers,/games/small-soldiers/ps-3969,PlayStation,7.2,Adventure,N,2018,11,11,
1006,Bad,Knife Edge: Nose Gunner,/games/knife-edge-nose-gunner/n64-3930,Nintendo 64,4.6,Shooter,N,2018,11,11,
1007,Good,X Games Pro Boarder,/games/x-games-pro-boarder/ps-10376,PlayStation,7,Action,N,2018,11,11,
1008,Great,Brave Fencer Musashi,/games/brave-fencer-musashi/ps-3951,PlayStation,8.5,Adventure,N,2018,11,11,
1009,Great,Guilty Gear,/games/guilty-gear/ps-4034,PlayStation,8,Fighting,N,2018,11,11,
1010,Great,NFL Quarterback Club '99,/games/nfl-quarterback-club-99/n64-3796,Nintendo 64,8.4,Sports,N,2018,11,10,
1011,Great,NBA Live '99,/games/nba-live-99/pc-10147,PC,8.6,Sports,N,2018,11,10,
1012,Painful,Dual Heroes,/games/dual-heroes/n64-1964,Nintendo 64,2.8,Fighting,N,2018,11,9,
1013,Great,Glover,/games/glover/n64-3899,Nintendo 64,8.3,Platformer,N,2018,11,9,
1014,Amazing,NBA Live '99,/games/nba-live-99/ps-10154,PlayStation,9,Sports,N,2018,11,6,
1015,Great,Delta Force,/games/delta-force-908388/pc-10223,PC,8.7,Shooter,Y,2018,11,6,
1016,Amazing,Shogo: Mobile Armor Division,/games/shogo-mobile-armor-division/pc-3561,PC,9,Action,Y,2018,11,6,
1017,Great,NBA Live '99,/games/nba-live-99/n64-3918,Nintendo 64,8,Sports,N,2018,11,5,
1018,Amazing,Colony Wars: Vengeance,/games/colony-wars-vengeance/ps-2323,PlayStation,9.5,Action,Y,2018,11,5,
1019,Okay,VR Baseball 2000,/games/vr-baseball-2000/pc-3834,PC,6,Sports,N,2018,11,5,
1020,Bad,Rage of Mages,/games/rage-of-mages/pc-10195,PC,4.6,RPG,N,2018,11,4,
1021,Amazing,International Superstar Soccer '98,/games/international-superstar-soccer-98/n64-3848,Nintendo 64,9.1,Sports,Y,2018,11,4,
1022,Amazing,Crash Bandicoot: Warped,/games/crash-bandicoot-warped/ps-3919,PlayStation,9.1,Platformer,Y,2018,11,4,
1023,Amazing,WipEout 64,/games/wipeout-64/n64-3872,Nintendo 64,9.1,Racing,N,2018,11,3,
1024,Bad,Lucky Luke,/games/lucky-luke/ps-10339,PlayStation,4,Action,N,2018,11,3,
1025,Great,Glover,/games/glover/pc-10599,PC,8,Puzzle,N,2018,12,11,
1026,Great,Thief: The Dark Project,/games/thief-gold/pc-3476,PC,8.9,Action,Y,2018,12,11,
1027,Amazing,FIFA '99,/games/fifa-99/ps-10166,PlayStation,9,Sports,N,2018,12,11,
1028,Amazing,Turok 2: Seeds of Evil,/games/turok-2-seeds-of-evil/n64-1969,Nintendo 64,9,Shooter,N,2018,12,11,
1029,Good,Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/pc-10338,PC,7.7,Action,N,2018,12,10,
1030,Mediocre,Kensei: Sacred Fist,/games/kensei-sacred-fist-139017/ps-10437,PlayStation,5.5,Fighting,N,2018,12,10,
1031,Good,The Elder Scrolls Adventures: Redguard,/games/the-elder-scrolls-adventures-redguard/pc-10576,PC,7,Adventure,N,2018,12,10,
1032,Okay,Space Bunnies Must Die,/games/space-bunnies-must-die/pc-3131,PC,6.5,Action,N,2018,12,9,
1033,Great,Star Wars: Rogue Squadron,/games/star-wars-rogue-squadron/n64-3964,Nintendo 64,8.8,"Flight, Action",Y,2018,12,9,
1034,Great,Roll Away,/games/roll-away/ps-3993,PlayStation,8.9,"Puzzle, Action",N,2018,12,9,
1035,Great,Jeopardy! [1998],/games/jeopardy-1998-807664/ps-10380,PlayStation,8,Puzzle,N,2018,12,9,
1036,Mediocre,O.D.T.: Escape... ...Or Die Trying,/games/odt-escape-or-die-trying/ps-2329,PlayStation,5.5,Action,N,2018,12,8,
1037,Bad,Streak: Hoverboard Racing,/games/streak-hoverboard-racing/ps-3767,PlayStation,4.5,Racing,N,2018,12,8,
1038,Okay,NHL Breakaway '99,/games/nhl-breakaway-99/n64-9947,Nintendo 64,6,Sports,N,2018,12,7,
1039,Okay,Milo's Astro Lanes,/games/milos-astro-lanes/n64-2295,Nintendo 64,6.1,Action,N,2018,12,4,
1040,Bad,FOX Sports College Hoops '99,/games/fox-sports-college-hoops-99/n64-2235,Nintendo 64,4.8,Sports,N,2018,12,4,
1041,Great,Star Wars: Rogue Squadron 3D,/games/star-wars-rogue-squadron/pc-10583,PC,8.3,"Flight, Action",N,2018,12,4,
1042,Good,S.C.A.R.S,/games/scars/n64-3958,Nintendo 64,7.9,Racing,N,2018,12,4,
1043,Good,Knockout Kings,/games/knockout-kings/ps-3989,PlayStation,7.3,Sports,N,2018,12,3,
1044,Mediocre,Motorhead,/games/motorhead/ps-10435,PlayStation,5,Racing,N,2018,12,2,
1045,Good,No One Can Stop Mr. Domino,/games/no-one-can-stop-mr-domino/ps-10165,PlayStation,7.8,Puzzle,N,2018,12,2,
1046,Okay,Rugrats: The Search for Reptar,/games/rugrats-the-search-for-reptar/ps-10340,PlayStation,6.5,Platformer,N,2018,12,2,
1047,Great,Top Gear Overdrive,/games/top-gear-overdrive/n64-3901,Nintendo 64,8,Racing,N,2018,12,1,
1048,Good,Test Drive 5,/games/test-drive-5/pc-10568,PC,7.8,Racing,N,2018,12,1,
1049,Okay,Wheel of Fortune,/games/wheel-of-fortune-107470/pc-10570,PC,6.9,Trivia,N,2018,12,1,
1050,Good,Buck Bumble,/games/buck-bumble/n64-2304,Nintendo 64,7.2,Action,N,2018,12,1,
1051,Good,Oddworld: Abe's Exoddus,/games/oddworld-abes-exoddus/ps-10403,PlayStation,7.8,Adventure,N,2018,11,30,
1052,Great,FIFA '99,/games/fifa-99/pc-10156,PC,8.7,Sports,Y,2018,11,30,
1053,Good,Nightmare Creatures,/games/nightmare-creatures/n64-4018,Nintendo 64,7.4,Action,N,2018,11,30,
1054,Amazing,Half-Life,/games/half-life-1/pc-3107,PC,9.5,Shooter,Y,2018,11,25,
1055,Good,Heretic II,/games/heretic-ii/pc-3715,PC,7.9,Action,N,2018,11,25,
1056,Good,SiN,/games/sin/pc-3130,PC,7,Shooter,N,2018,11,25,
1057,Amazing,Bust A Groove,/games/bust-a-groove/ps-2308,PlayStation,9,"Music, Action",Y,2018,11,25,
1058,Masterpiece,The Legend of Zelda: Ocarina of Time,/games/the-legend-of-zelda-ocarina-of-time/n64-437,Nintendo 64,10,"Action, Adventure",Y,2018,11,25,
1059,Great,Darkstalkers 3,/games/darkstalkers-3/ps-3949,PlayStation,8,Fighting,N,2018,11,24,
1060,Great,Street Fighter Collection 2,/games/street-fighter-collection-2/ps-3863,PlayStation,8.4,"Fighting, Compilation",Y,2018,11,24,
1061,Good,Tiger Woods '99,/games/pga-tour-golf-the-monterey-courses/ps-5469,PlayStation,7.1,Sports,N,2018,11,24,
1062,Great,Kartia,/games/kartia-141842/ps-2256,PlayStation,8,RPG,N,2018,11,23,
1063,Okay,Asteroids,/games/asteroids/pc-10495,PC,6.8,Action,N,2018,11,23,
1064,Good,Jeopardy! [1998],/games/jeopardy-1998-807664/pc-10558,PC,7.4,Trivia,N,2018,11,23,
1065,Great,Tomb Raider III: Adventures of Lara Croft,/games/tomb-raider-3-adventures-of-lara-croft/ps-5468,PlayStation,8,Adventure,N,2018,11,20,
1066,Mediocre,Assault: Retribution,/games/assault-108436/ps-3925,PlayStation,5.5,Action,N,2018,11,19,
1067,Good,Apocalypse,/games/apocalypse/ps-2019,PlayStation,7,Action,N,2018,11,19,
1068,Bad,A Bug's Life,/games/a-bugs-life/ps-10232,PlayStation,4,Platformer,N,2018,11,19,
1069,Okay,Blood II: The Chosen,/games/blood-ii-the-chosen/pc-3525,PC,6.2,Action,N,2018,11,19,
1070,Okay,Extreme-G 2,/games/extreme-g-2/n64-3788,Nintendo 64,6.9,Racing,N,2018,11,17,
1071,Good,Centipede [1999],/games/centipede-1999/pc-9943,PC,7.6,Action,N,2018,11,16,
1072,Bad,Psybadek,/games/psybadek/ps-9938,PlayStation,4,Adventure,N,2018,11,13,
1073,Mediocre,Vigilance,/games/vigilance/pc-3141,PC,5.8,Action,N,2018,11,13,
1074,Great,Thunder Force V: Perfect System,/games/thunder-force-v-special-pack/ps-3878,PlayStation,8.5,Action,N,2018,11,13,
1121,Awful,Global Domination,/games/global-domination/pc-4009,PC,3.6,Strategy,N,2018,12,31,
1122,Good,Carnivores,/games/carnivores/pc-10746,PC,7.3,Action,N,2018,12,30,
1123,Great,Jane's WWII Fighters,/games/janes-wwii-fighters/pc-10745,PC,8,Simulation,N,2018,12,29,
1124,Great,European Air War,/games/european-air-war/pc-3996,PC,8.2,Simulation,N,2018,12,28,
1125,Okay,Combat Flight Simulator: WWII Europe Series,/games/3-great-planes-for-microsoft-combat-flight-simulator/pc-10505,PC,6.9,Simulation,N,2018,12,24,
1126,Great,Powerslide,/games/powerslide/pc-3124,PC,8.5,Racing,Y,2018,12,22,
1127,Okay,Quest for Glory V: Dragon Fire,/games/quest-for-glory-v-dragon-fire/pc-3671,PC,6.6,RPG,N,2018,12,21,
1128,Great,Gangsters: Organized Crime,/games/gangsters-organized-crime/pc-10459,PC,8.5,Strategy,N,2018,12,18,
1129,Okay,DethKarz,/games/dethkarz/pc-9926,PC,6.8,Racing,N,2018,12,18,
1140,Good,Bust-A-Move 4,/games/bust-a-move-4/ps-10168,PlayStation,7.5,Puzzle,N,2018,12,17,
1141,Great,Uprising-X,/games/uprising-x/ps-2315,PlayStation,8,Action,N,2018,12,16,
1142,Good,NBA Jam 99,/games/nba-jam-99/n64-3798,Nintendo 64,7.9,"Sports, Action",N,2018,12,15,
1143,Good,"Warhammer 40,000: Chaos Gate",/games/warhammer-40k-chaos-gate/pc-10638,PC,7,Strategy,N,2018,12,15,
1144,Bad,Master of Monsters: Disciples of Gaia,/games/master-of-monsters-disciples-of-gaia/ps-2211,PlayStation,4,Strategy,N,2018,12,15,
1145,Great,Wheel of Fortune [1998],/games/wheel-of-fortune-1998/ps-10374,PlayStation,8,Puzzle,N,2018,12,15,
1146,Good,F1 Formula 1 '98,/games/f1-formula-1-98/ps-10187,PlayStation,7.3,Action,N,2018,12,14,
1147,Good,Future Cop: L.A.P.D.,/games/future-cop-lapd/pc-10635,PC,7.8,Action,N,2018,12,14,
1148,Good,Golden Nugget 64,/games/golden-nugget-64/n64-10083,Nintendo 64,7.8,Simulation,N,2018,12,14,
1149,Great,Plane Crazy,/games/plane-crazy/pc-3549,PC,8.5,Racing,N,2018,12,11,
13989,Good,Beaterator,/games/beaterator/iphone-29872,iPhone,7,Music,N,2010,1,14,
13990,Okay,Eat! Fat! Fight!,/games/eat-fat-fight/wii-37057,Wii,6,Action,N,2010,1,13,
13991,Good,Serious Sam HD: The First Encounter,/games/serious-sam-hd/xbox-360-15514,Xbox 360,7,Shooter,N,2010,1,13,
13992,Good,Magnetis,/games/magnetis/pc-38749,PC,7.5,Puzzle,N,2010,1,13,
13993,Great,Fable II (Platinum Hits),/games/fable-2/xbox-360-42789,Xbox 360,8.8,"Action, RPG",Y,2010,1,12,
14002,Mediocre,Army of Two: The 40th Day,/games/army-of-two-the-40th-day/psp-14329095,PlayStation Portable,5,Shooter,N,2010,1,12,
14003,Bad,Twin Sector,/games/twin-sector/pc-14347952,PC,4.3,Action,N,2010,1,12,
14004,Awful,Pub Darts,/games/pub-darts/wii-32950,Wii,3.5,Sports,N,2010,1,12,
14005,Great,The Magic Obelisk,/games/the-magic-obelisk/wii-31173,Wii,8,Platformer,N,2010,1,12,
14006,Good,Parcel Panic: Post Car Racer 3D,/games/parcel-panic-post-car-racer-3d/iphone-57355,iPhone,7.5,Racing,N,2010,1,11,
14007,Great,Chronos Twins DX,/games/chronos-twins-dx/wii-1282,Wii,8,Platformer,N,2010,1,11,
14008,Okay,Heron: Steam Machine,/games/heron-steam-machine/wii-19193,Wii,6,Puzzle,N,2010,1,11,
14009,Okay,Phoenix Wright: Ace Attorney,/games/gyakuten-saiban/wii-42646,Wii,6,Adventure,N,2010,1,11,
14013,Good,Matt Hazard: Blood Bath and Beyond,/games/matt-hazard-blood-bath-and-beyond/xbox-360-14323489,Xbox 360,7.9,Action,N,2010,1,6,
14014,Good,Dragonology,/games/dragonology/nds-14208910,Nintendo DS,7,Adventure,N,2010,1,6,
14015,Good,Polar Panic,/games/polar-panic/xbox-360-38480,Xbox 360,7.5,Action,N,2010,1,5,
14016,Mediocre,Fighting Fantasy: The Warlock of Firetop Mountain,/games/fighting-fantasy-2006/nds-868007,Nintendo DS,5.5,Action,N,2010,1,5,
14017,Good,Matt Hazard: Blood Bath and Beyond,/games/matt-hazard-blood-bath-and-beyond/ps3-14323490,PlayStation 3,7.9,Action,N,2010,1,11,
14018,Okay,Borderlands: Mad Moxxi's Underdome Riot,/games/borderlands-double-game-add-on-pack/pc-55379,PC,6,"Action, RPG",N,2010,1,8,
14019,Okay,Borderlands: Mad Moxxi's Underdome Riot,/games/borderlands-double-game-add-on-pack/xbox-360-54901,Xbox 360,6,"Action, RPG",N,2010,1,8,
14020,Great,Army of Two: The 40th Day,/games/army-of-two-the-40th-day/xbox-360-14293274,Xbox 360,8.5,Shooter,Y,2010,1,8,
14021,Good,Pinball Hall of Fame: The Gottlieb Collection,/games/pinball-hall-of-fame/wii-864194,Wii,7,Pinball,N,2010,1,8,
14022,Okay,Borderlands: Mad Moxxi's Underdome Riot,/games/borderlands-double-game-add-on-pack/ps3-55380,PlayStation 3,6,"Action, RPG",N,2010,1,8,
14023,Great,The Sky Crawlers: Innocent Aces,/games/the-sky-crawlers-innocent-aces/wii-14241822,Wii,8,"Flight, Action",N,2010,1,8,
14024,Bad,Guitar Hero: Van Halen,/games/guitar-hero-van-halen/wii-14346094,Wii,4.9,Music,N,2010,1,8,
14025,Good,CSI: Crime Scene Investigation: Deadly Intent -- Hidden Cases,/games/csi-crime-scene-investigation-deadly-intent/nds-21583,Nintendo DS,7.5,Adventure,N,2010,1,7,
14026,Bad,0 Day: Attack on Earth,/games/0-day-attack-on-earth/xbox-360-14342401,Xbox 360,4,Shooter,N,2010,1,5,
14027,Good,Darksiders,/games/darksiders/xbox-360-818226,Xbox 360,7.8,Action,N,2010,1,5,
14028,Okay,Fast Draw Showdown,/games/fast-draw-showdown/wii-35823,Wii,6.5,Shooter,N,2010,1,5,
14029,Good,Yu-Gi-Oh!  5D's Tag Force 4,/games/yu-gi-oh-5ds-tag-force-4/psp-14350845,PlayStation Portable,7,"Card, Battle",N,2010,1,5,
14030,Good,Darksiders,/games/darksiders/ps3-818225,PlayStation 3,7.8,Action,N,2010,1,5,
14031,Amazing,The Lord of the Rings Online: Siege of Mirkwood,/games/the-lord-of-the-rings-online-siege-of-mirkwood/pc-30935,PC,9,RPG,Y,2010,1,4,
14032,Great,Hook Champ,/games/hook-champ-146038/iphone-56047,iPhone,8.5,Platformer,Y,2010,1,4,
14033,Bad,Guitar Hero: Van Halen,/games/guitar-hero-van-halen/ps3-14346092,PlayStation 3,4.9,Music,N,2010,1,4,
14034,Mediocre,Mytran Wars,/games/mytran-wars/psp-14273787,PlayStation Portable,5.8,Strategy,N,2010,1,4,
14035,Great,Castlevania: The Adventure ReBirth,/games/castlevania-the-adventure-rebirth/wii-32056,Wii,8,Action,N,2010,1,7,
14036,Great,Wings of Prey,/games/wings-of-prey/pc-42775,PC,8.3,"Flight, Action",N,2010,1,7,
14037,Bad,Frogger Returns,/games/frogger-returns/ps3-24633,PlayStation 3,4.6,Action,N,2010,1,7,
14038,Good,Dante's Inferno (Divine Edition),/games/dantes-inferno/ps3-14296030,PlayStation 3,7.5,Action,N,2010,2,3,
14039,Mediocre,White Knight Chronicles (International Edition),/games/white-knight-chronicles-international-edition/ps3-856638,PlayStation 3,5.1,RPG,N,2010,2,3,
14040,Good,Dante's Inferno,/games/dantes-inferno/xbox-360-14296029,Xbox 360,7.5,Action,N,2010,2,3,
14041,Okay,Tumble Bugs 2,/games/tumble-bugs-2/wii-20166,Wii,6,Action,N,2010,2,2,
14042,Great,Legends of Exidia,/games/legends-of-exidia/dsi-55128,Nintendo DSi,8,Adventure,N,2010,2,2,
14043,Great,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,/games/socom-us-navy-seals-fireteam-bravo-3/psp-14341204,PlayStation Portable,8.4,Shooter,N,2010,2,2,
14044,Awful,Diatomic,/games/diatomic/wii-14335802,Wii,3.5,Action,N,2010,1,22,
14045,Amazing,Tatsunoko vs. Capcom: Ultimate All Stars,/games/tatsunoko-vs-capcom-cross-generation-of-heroes/wii-14281713,Wii,9,Fighting,Y,2010,1,22,
14046,Bad,Dawn of the Dead,/games/dawn-of-the-dead/iphone-57438,iPhone,4,Action,N,2010,1,22,
14047,Amazing,Mass Effect 2,/games/mass-effect-2/pc-14235019,PC,9.6,RPG,Y,2010,1,22,
14048,Amazing,Mass Effect 2,/games/mass-effect-2/xbox-360-14235013,Xbox 360,9.6,RPG,Y,2010,1,22,
14049,Great,No More Heroes 2: Desperate Struggle,/games/no-more-heroes-2-desperate-struggle/wii-14288376,Wii,8.8,Action,Y,2010,1,21,
14058,Okay,Muscle March,/games/muscle-march/wii-14350007,Wii,6.1,Action,N,2010,2,2,
14059,Good,MAG,/games/mag/ps3-811710,PlayStation 3,7,Shooter,N,2010,2,1,
14060,Great,Cogs,/games/cogs/iphone-59861,iPhone,8,Puzzle,N,2010,2,1,
14061,Good,Assassin's Creed II: Discovery,/games/assassins-creed-ii-discovery/iphone-31425,iPhone,7,Action,N,2010,2,1,
14062,Great,Silent Hill: Shattered Memories,/games/silent-hill-shattered-memories/ps2-14337738,PlayStation 2,8,Adventure,N,2010,2,1,
14063,Great,Chime,/games/chime/xbox-360-42287,Xbox 360,8,"Music, Action",N,2010,2,1,
14064,Okay,Blood Bowl,/games/blood-bowl/xbox-360-14219412,Xbox 360,6.4,Sports,N,2010,1,29,
14065,Okay,Blood Bowl,/games/blood-bowl/pc-837901,PC,6.4,"Sports, Simulation",N,2010,1,29,
14066,Good,Vandal Hearts: Flames of Judgment,/games/vandal-hearts-flames-of-judgment/ps3-14336484,PlayStation 3,7.3,RPG,N,2010,1,28,
14067,Bad,Death By Cube,/games/death-by-cube-151921/xbox-360-14342416,Xbox 360,4.9,Shooter,N,2010,1,21,
14068,Okay,Pallurikio,/games/pallurikio/wii-30150,Wii,6,Action,N,2010,1,21,
14069,Good,Vandal Hearts: Flames of Judgment,/games/vandal-hearts-flames-of-judgment/xbox-360-14336485,Xbox 360,7.3,RPG,N,2010,1,20,
14070,Good,ShadowPlay,/games/shadowplay/wii-38484,Wii,7.5,,N,2010,1,20,
14071,Mediocre,Dark Void,/games/dark-void/pc-14234217,PC,5,Action,N,2010,1,20,
14072,Good,Sands of Destruction,/games/sands-of-destruction/nds-14235197,Nintendo DS,7.4,RPG,N,2010,1,19,
14073,Good,TV Show King 2,/games/tv-show-king-2/wii-30158,Wii,7.8,Trivia,N,2010,1,19,
14074,Mediocre,Dark Void,/games/dark-void/ps3-14211556,PlayStation 3,5,Action,N,2010,1,19,
14075,Mediocre,Dark Void,/games/dark-void/xbox-360-14211557,Xbox 360,5,Action,N,2010,1,19,
